id,title,author,text,label,content
20.0,Glasses in Moon's soil preserve water from multiple sources: study - CGTN,CGTN,"A team of Chinese scientists has discovered that glassy materials within the lunar soil samples, which were brought back by the country's Chang'e-5 lunar exploration mission, contain hydroxyl and molecular water generated from a variety of sources.The",1.0,
1.0,"India General Elections 2024 LIVE Updates: PM Modi to address rally in Jharkhand; Rahul, Akhilesh head to Varanasi - The Hindu",The Hindu,No description available,1.0,
2.0,Can diabetes be cured? Chinese doctors claim breakthrough with cell therapy - Business Standard,Abhijeet Kumar,"A 59-year-old man with type 2 diabetes received an innovative cell transplant and has been insulin-free and off medication for 33 months, offering hope to other diabetes patients",1.0,
3.0,"Cyclone Remal updates: 16 dead in India, Bangladesh; power cuts in West Bengal - Hindustan Times",HT News Desk,"The death toll due to Cyclone Remal touched 16 on Monday night in India and Bangladesh, reported Reuters. | Latest News India",1.0,
4.0,WhatsApp to extend video length limit to a minute for status updates: Report - The Hindu,The Hindu,No description available,1.0,
5.0,"Brokerages cheer LIC's better-than-expected Q4 results, predict stock to rise up to 30% in long-term - Moneycontrol",Moneycontrol News,"Brokerages remain positive on LIC for the long-term, predicting strong growth outlook amid inexpensive valuations",1.0,
6.0,NIN-ICMR recommends new sugar content thresholds for packaged foods and beverages: ET - afaqs!,afaqs! news bureau,"The newly proposed guidelines, drafted by a multidisciplinary committee of experts, suggest stringent limits on sugar content.",1.0,
7.0,"Stocks to watch: Timken, LIC, NMDC, Inox Wind, Hudco, Dish TV, Goodyear | Stock Market News - Mint",Pranay Prakash,"Here are a few stocks likely to be in focus on Tuesday, 28 May:",1.0,
8.0,5 'astronomy pictures of the day' shared by NASA - DNA India,Shivam Verma,Check out 5 'astronomy pictures of the day' shared by NASA,1.0,
9.0,"""I Had To Tell You That..."": Kavya Maran's Epic Speech On IPL Final Loss. Watch - NDTV Sports",NDTV Sports Desk,It was a disappointing end to the IPL 2024 campaign for Sunrisers Hyderabad as the Pat Cummins-led side was defeated by Kolkata Knight Riders in the final.,1.0,
10.0,"Punjab Minister Seen In Objectionable Video, Women's Panel Calls For Probe - NDTV",Unknown,The National Commission for Women (NCW) has expressed grave concern over the allegations made against Punjab MLA Balkar Singh of engaging in inappropriate sexual conduct and sought a prompt and impartial probe into the matter.,1.0,
11.0,"IndiGo flight bomb threat: IndiGo Flight Gets Bomb Threat At Delhi Airport, All Passengers Safe - NDTV",Unknown,"A Varanasi-bound IndiGo flight on Tuesday received a bomb threat at the Delhi airport but nothing suspicious was found after thorough searches, officials said.",1.0,
12.0,"Rashmika blushes non-stop as she reveals her favorite co-star | Latest Telugu cinema news | Movie reviews | OTT Updates, OTT - 123telugu",Unknown,"Telugu cinema news, Movie reviews, OTT News, OTT Release dates, Latest Movie reviews in Telugu, telugu movie reviews, Box office collections",1.0,
13.0,'No rocket science': Former cricketers explain how Gautam Gambhir led KKR to the third IPL title in 2024 - The Times of India,TOI Sports Desk,"Cricket News: Kolkata Knight Riders won their third Indian Premier League title in 2024 under Gautam Gambhir's mentorship. Gambhir, who previously led KKR to titles",1.0,
14.0,"Realme Narzo N65 now official with 120 Hz display, Dimensity 6300 SoC - GSMArena.com news - GSMArena.com",Vlad,"It's quite competitively priced. A few days ago details regarding Realme's Narzo N65 were outed, and today the phone has become official for the Indian...",1.0,
15.0,US storms kill at least 21 across 4 states on Memorial Day weekend - The Times of India,Reuters,US News: Tornado-spawning thunderstorms in the Southern Plains and Ozark Mountains killed 21 people across four US states. Forecasters warned of more severe we,1.0,
16.0,GIFT Nifty down 15 points; here's the trading setup for today's session - The Economic Times,ETMarkets.com,"He expects more consolidation before the next leg of uptrend resumes amid an already sharp run-up with Nifty now likely to consolidate around 23,000 till the monthly expiry.",1.0,
17.0,Shenzhou XVIII crew to conduct spacewalks - Chinadaily.com.cn - China Daily,严茂强,No description available,1.0,
18.0,Lok Sabha Elections 2024 trading strategy: How to trade on results date? — explained | Stock Market News - Mint,Asit Manohar,"Lok Sabha Election 2024: Manufacturing, banking, power, and energy segments are expected to outperform the market performance in the post-poll rally, say experts",1.0,
19.0,Pune Porsche crash: Govt forms three-member panel after arrest of two doctors of Sassoon Hospital - The Hindu,The Hindu,No description available,1.0,
20.0,"Norway Chess Round 1: Carlsen, Nakamura, Praggnanandhaa Lead After Armageddon Wins - Chess.com",Colin McGourty,"Magnus Carlsen, Hikaru Nakamura, and Praggnanandhaa Rameshbabu lead Norway Chess 2024 after armageddon wins in Round 1.",1.0,
1.0,Canon EOS R5 II hands-on: 30fps shooting speeds and 8K 60p video - Engadget,Unknown,"Canon just unveiled the R5 II, the successor to its popular but imperfect EOS R5. It has a new 45-megapixel stacked sensor that powers improved video, faster...",1.0,
2.0,"Apple launches new campaign, pitches Safari’s privacy and security features - Moneycontrol",Moneycontrol News,"The campaign includes a YouTube commercial, outdoor ads, digital ads and more. The ad takes a dig at other browsers and how they are always tracking user data and browsing habits.",1.0,
3.0,Coastal areas and rice belt population at severe risk of brain infection this monsoon - The Times of India,etimes.in,"On July 17, Dr. Sanjay Pandey of Amrita Hospital highlighted rising brain infections during the monsoon, particularly in coastal and rice belt regions",1.0,
4.0,"Asian Paints Q1 Results: Cons PAT drops 24% YoY to Rs 1,170 crore; misses estimates - The Economic Times",Shivendra Kumar,"Asian Paints Q1 Results: The paint manufacturer experienced a 2.3% decrease in consolidated revenue from operations for Q1FY25, reaching Rs 8,943 crore, compared to Rs 9,154 crore in the same quarter of the previous year. Standalone net sales also saw a decli…",1.0,
5.0,"‘Sabka Saath, Sabka Vikas bandh karo’, wind up minority wing: Bengal BJP leader Suvendu Adhikari - The Indian Express",The Indian Express,No description available,1.0,
6.0,Scientists find underground caves on moon | WION Climate Tracker - WION,Unknown,"Researchers have newly found an underground cave system on the moon, that could be established as the lunar base for the astronauts visiting the moon during ...",1.0,
7.0,Karnataka CM Siddaramaiah deletes X post on job reservation bill for Kannadigas amid backlash; minister clarifies - Hindustan Times,HT News Desk,Karnataka labor minister said job reservations in private firms are capped at 70% for non-management roles and 50% for management-level positions. | Latest News India,1.0,
8.0,"Vicky Kaushal-Ammy Virk kill Triptii Dimri in Bad Newz multiverse, Ayushmann Khurrana calls it ‘greater Kalesh colony’ - Hindustan Times",Mahima Pandey,Vicky Kaushal and Ammy Virk choose bromance over Triptii Dimri in a hilarious reel on Bad Newz multiverse. Check it out,1.0,
9.0,"Schools, Universities Shut In Bangladesh Indefinitely As Violent Protests Kill 6 - ABP Live",ABP News Bureau,Six people died after protests against job quota for relatives of Bangladesh's 1971 war heroes turned violent on Tuesday with demonstrators clashing with pro-government student activists.,1.0,
10.0,Byju's downfall: From being startup star to filing insolvency | Company Business News - Mint,list.metadata.agency,BYJUS-INDIA-EXPLAINER:How India’s Byju’s went from startup star to facing insolvency,1.0,
11.0,Indian 2 Box Office Collection Day 5: Kamal Haasan's Film Is At Rs 65 Crore And Counting - NDTV Movies,Unknown,"Indian 2 released in Tamil, Telugu and Hindi",1.0,
12.0,"Evening Meals Are Important To Balance Cortisol Levels, Says Nutritionist Rujuta Diwekar - NDTV",Unknown,"In the video, Nutritionist Rujuta Diwekar also explained the benefits of having a meal between 4 to 6 PM.",1.0,
13.0,Climate change is altering Earth's rotation as polar ice melts - India Today,India Today Science Desk,Climate change is causing significant shifts in Earth039s rotation and axis according to new research from ETH Zurich,1.0,
14.0,Arvind Kejriwal case: LIVE UPDATES from Delhi High Court - Bar & Bench - Indian Legal News,Bar & Bench,"The Delhi High Court is hearing two cases concerning Delhi Chief Minister Arvind Kejriwal, who is under arrest in connection with alleged irregularities in the",1.0,
15.0,Chandipura virus outbreak in Gujarat: All about the deadly infection - India Today,Daphne Clarance,Six children have died in Gujarat039s Aaravalli district due to the suspected Chandipura virus It causes high fever and severe headaches,1.0,
16.0,Toddler mauled to death by stray dogs in Hyderabad - The Siasat Daily,Press Trust of India,The incident occurred on Tuesday night in Hyderabad when the boy came out of his house and a dog dragged him to some distance.,1.0,
17.0,Kedarnath Temple trust head hits back at Shankaracharya over 'gold scam' claim - Hindustan Times,HT News Desk,The Shri Badrinath-Kedarnath temple committee president refuted Swami Avimukteshwaranand's claims of a ‘gold scam’. | Latest News India,1.0,
18.0,"Garena Free Fire MAX Redeem Codes Today, July 17: Win Free Diamonds, Skins And More - Jagran English",Jagran English,No description available,1.0,
19.0,"Stampede-like situation in Mumbai as over 25,000 job seekers show up for walk-in interview for 2,216 Air - The Times of India",The Times of India,No description available,1.0,
20.0,"24 Hours After Terror Attack, Encounter Continues In J&K's Doda - NDTV",Unknown,"Security forces and terrorists exchanged fire twice briefly within a span of four hours in a forest area in Jammu and Kashmir's Doda district, officials said on Wednesday.",1.0,
1.0,India’s vaccine record: Guess how many children missed out on vaccines in 2023 - Firstpost,"sayli dhodapkar, sayli dhodapkar","India’s child immunisation level is yet to reach the pre-pandemic stage as the national programme missed nearly 1.6 million children for vital vaccines in 2023, a latest global immunisation report released by UNICEF and WHO revealed. It further said India has…",1.0,
2.0,"Bad Newz Box Office Preview: Vicky Kaushal, Triptii Dimri starrer run time, screen count, advance booking & opening day - PINKVILLA",Himesh Mankad,"Depending On The Final Advance Booking At National Chains, The Opening Day Of Bad Newz Is Expected To Be In The Range Of Rs 7.50 To 8.50 Crore. Details Report",1.0,
3.0,India Squad vs Sri Lanka Live updates: KL to lead in ODIs; Iyer might return - Hindustan Times,HT Sports Desk,India Squad vs Sri Lanka 2024 Live updates: Head coach Gautam Gambhir and chief-selector Ajit Agarkar will pick IND's team for ODI and T20I teams.,1.0,
4.0,Challenges Faced By Astronauts: Understand why food smells and tastes different in space - Moneycontrol,Khushi Thakur,On July 16 a study got conducted that revealed about food taste and smell different in space. It was revealed during the study that the astronauts struggle to consume the food and get nutrients from it.,1.0,
5.0,Coastal area and rice belt populations at high risk of brain infections during monsoon : Experts - ETHealthWorld,ETHealthWorld,No description available,1.0,
6.0,"Karnataka job reservation row: Siddaramaiah draws criticism from Nasscom, industry leaders over controver - The Times of India",TOI News Desk,India News: NEW DELHI: Karnataka chief minister Siddaramaiah found himself at the receiving end after he in a post on X said that the Cabinet has approved a bill .,1.0,
7.0,Stuntman falls 20 ft to his death on sets of Karthi's Sardar 2; producers offer condolences - Hindustan Times,Hindustan Times,No description available,1.0,
8.0,Urban Company raises $50 million from Dharana Capital - CNBCTV18,Aishwarya Anand,"Urban Company, a home services provider, has raised $50 million from Dharana Capital in a secondary transaction. The company has turned profitable at the PBT level, with revenue of $282-283 million in Q1 FY25 and an annualised run-rate of $1.13 billion.",1.0,
9.0,Delhi HC reserves judgment on Kejriwal's plea challenging his arrest by CBI - Hindustan Times,HT News Desk,The Delhi high court reserved its judgment in the plea filed by jailed Delhi chief minister Arvind Kejriwal challenging his arrest and remand by the CBI | Latest News India,1.0,
10.0,"Virat Kohli's Old ""Not Here To Earn Respect"" Video Viral Amid Amit Mishra's Allegations - NDTV Sports",NDTV Sports Desk,Virat Kohli's 2014 quote resurfaced after Amit Mishra's big accusation at India superstar.,1.0,
11.0,"Apple launches new campaign, pitches Safari’s privacy and security features - Moneycontrol",Moneycontrol News,"The campaign includes a YouTube commercial, outdoor ads, digital ads and more. The ad takes a dig at other browsers and how they are always tracking user data and browsing habits.",1.0,
12.0,Trainee IAS officer Puja Khedkar’s harassment complaint against district collector sent to Pune city police - The Indian Express,The Indian Express,No description available,1.0,
13.0,Infosys Q1 results tomorrow: 4 things from revenue growth to deal wins to be watched out for in the earnings show - Mint,Ujjval Jauhari,"Q1 Results Preview: Infosys will be reporting its June 2024 quarter financials on 18 July. Amidst muted expectations from IT sector , as TCS and HCL Technologies did report better than expected performance, will Infosys also beat expectations will be watched …",1.0,
14.0,Maharashtra CM Eknath Shinde announces Ladla Bhai Yojana after Majhi Ladki Bahin Yojana: What benefits you get? | Today News - Mint,Livemint,"Maharashtra Chief Minister Eknath Shinde announced ’Ladla Bhai Yojana’ for boys after launching ’Majhi Ladki Bahin Yojana’ for girls ahead of the state assembly elections, scheduled to take place later this year.",1.0,
15.0,"Gautam Gambhir's 5 Coaching Staff Suggestions Rejected By BCCI, Only 1 Gets Nod: Report - NDTV Sports",NDTV Sports Desk,Most of Gautam Gambhir's coaching staff suggestions have reportedly been turned down by the BCCI.,1.0,
16.0,"'Jawan' director Atlee made a film for Anant Ambani, Radhika Merchant's wedding; Amitabh Bachchan gave th - TOI Etimes",TOI Entertainment Desk,Ranveer Allahbadia has revealed details of Anant Ambani's wedding on his podcast. He said that the baaraat went on for eight hours while Atlee had mad,1.0,
17.0,"‘Sabka Saath, Sabka Vikas bandh karo’, wind up minority wing: Bengal BJP leader Suvendu Adhikari - The Indian Express",The Indian Express,No description available,1.0,
18.0,"Schools, Universities Shut In Bangladesh Indefinitely As Violent Protests Kill 6 - ABP Live",ABP News Bureau,Six people died after protests against job quota for relatives of Bangladesh's 1971 war heroes turned violent on Tuesday with demonstrators clashing with pro-government student activists.,1.0,
19.0,NASA scientists utilize AI for red planet rock analysis - Telangana Today,IANS,"For nearly three years, the Rover Mission has employed AI to autonomously identify minerals within Martian rocks. This marks the first instance of using this technology on Mars to make real-time decisions about rock composition.",1.0,
20.0,"Kerala Rain: 3 casualties reported amid downpour, orange alert in 8 districts | Kerala Rain Updates | Rain Holiday Kerala | Kerala News - Onmanorama",Onmanorama Staff,"The State is likely to witness heavy rainfall over a short duration, potentially causing flash floods and landslides.",1.0,
1.0,India’s vaccine record: Guess how many children missed out on vaccines in 2023 - Firstpost,"sayli dhodapkar, sayli dhodapkar","India’s child immunisation level is yet to reach the pre-pandemic stage as the national programme missed nearly 1.6 million children for vital vaccines in 2023, a latest global immunisation report released by UNICEF and WHO revealed. It further said India has…",1.0,
2.0,"Bad Newz Box Office Preview: Vicky Kaushal, Triptii Dimri starrer run time, screen count, advance booking & opening day - PINKVILLA",Himesh Mankad,"Depending On The Final Advance Booking At National Chains, The Opening Day Of Bad Newz Is Expected To Be In The Range Of Rs 7.50 To 8.50 Crore. Details Report",1.0,
3.0,India Squad vs Sri Lanka Live updates: KL to lead in ODIs; Iyer might return - Hindustan Times,HT Sports Desk,India Squad vs Sri Lanka 2024 Live updates: Head coach Gautam Gambhir and chief-selector Ajit Agarkar will pick IND's team for ODI and T20I teams.,1.0,
4.0,Challenges Faced By Astronauts: Understand why food smells and tastes different in space - Moneycontrol,Khushi Thakur,On July 16 a study got conducted that revealed about food taste and smell different in space. It was revealed during the study that the astronauts struggle to consume the food and get nutrients from it.,1.0,
5.0,Coastal area and rice belt populations at high risk of brain infections during monsoon : Experts - ETHealthWorld,ETHealthWorld,No description available,1.0,
6.0,"Karnataka job reservation row: Siddaramaiah draws criticism from Nasscom, industry leaders over controver - The Times of India",TOI News Desk,India News: NEW DELHI: Karnataka chief minister Siddaramaiah found himself at the receiving end after he in a post on X said that the Cabinet has approved a bill .,1.0,
7.0,Stuntman falls 20 ft to his death on sets of Karthi's Sardar 2; producers offer condolences - Hindustan Times,Hindustan Times,No description available,1.0,
8.0,Urban Company raises $50 million from Dharana Capital - CNBCTV18,Aishwarya Anand,"Urban Company, a home services provider, has raised $50 million from Dharana Capital in a secondary transaction. The company has turned profitable at the PBT level, with revenue of $282-283 million in Q1 FY25 and an annualised run-rate of $1.13 billion.",1.0,
9.0,Delhi HC reserves judgment on Kejriwal's plea challenging his arrest by CBI - Hindustan Times,HT News Desk,The Delhi high court reserved its judgment in the plea filed by jailed Delhi chief minister Arvind Kejriwal challenging his arrest and remand by the CBI | Latest News India,1.0,
10.0,"Virat Kohli's Old ""Not Here To Earn Respect"" Video Viral Amid Amit Mishra's Allegations - NDTV Sports",NDTV Sports Desk,Virat Kohli's 2014 quote resurfaced after Amit Mishra's big accusation at India superstar.,1.0,
11.0,"Apple launches new campaign, pitches Safari’s privacy and security features - Moneycontrol",Moneycontrol News,"The campaign includes a YouTube commercial, outdoor ads, digital ads and more. The ad takes a dig at other browsers and how they are always tracking user data and browsing habits.",1.0,
12.0,Trainee IAS officer Puja Khedkar’s harassment complaint against district collector sent to Pune city police - The Indian Express,The Indian Express,No description available,1.0,
13.0,Infosys Q1 results tomorrow: 4 things from revenue growth to deal wins to be watched out for in the earnings show - Mint,Ujjval Jauhari,"Q1 Results Preview: Infosys will be reporting its June 2024 quarter financials on 18 July. Amidst muted expectations from IT sector , as TCS and HCL Technologies did report better than expected performance, will Infosys also beat expectations will be watched …",1.0,
14.0,Maharashtra CM Eknath Shinde announces Ladla Bhai Yojana after Majhi Ladki Bahin Yojana: What benefits you get? | Today News - Mint,Livemint,"Maharashtra Chief Minister Eknath Shinde announced ’Ladla Bhai Yojana’ for boys after launching ’Majhi Ladki Bahin Yojana’ for girls ahead of the state assembly elections, scheduled to take place later this year.",1.0,
15.0,"Gautam Gambhir's 5 Coaching Staff Suggestions Rejected By BCCI, Only 1 Gets Nod: Report - NDTV Sports",NDTV Sports Desk,Most of Gautam Gambhir's coaching staff suggestions have reportedly been turned down by the BCCI.,1.0,
16.0,"'Jawan' director Atlee made a film for Anant Ambani, Radhika Merchant's wedding; Amitabh Bachchan gave th - TOI Etimes",TOI Entertainment Desk,Ranveer Allahbadia has revealed details of Anant Ambani's wedding on his podcast. He said that the baaraat went on for eight hours while Atlee had mad,1.0,
17.0,"‘Sabka Saath, Sabka Vikas bandh karo’, wind up minority wing: Bengal BJP leader Suvendu Adhikari - The Indian Express",The Indian Express,No description available,1.0,
18.0,"Schools, Universities Shut In Bangladesh Indefinitely As Violent Protests Kill 6 - ABP Live",ABP News Bureau,Six people died after protests against job quota for relatives of Bangladesh's 1971 war heroes turned violent on Tuesday with demonstrators clashing with pro-government student activists.,1.0,
19.0,NASA scientists utilize AI for red planet rock analysis - Telangana Today,IANS,"For nearly three years, the Rover Mission has employed AI to autonomously identify minerals within Martian rocks. This marks the first instance of using this technology on Mars to make real-time decisions about rock composition.",1.0,
20.0,"Kerala Rain: 3 casualties reported amid downpour, orange alert in 8 districts | Kerala Rain Updates | Rain Holiday Kerala | Kerala News - Onmanorama",Onmanorama Staff,"The State is likely to witness heavy rainfall over a short duration, potentially causing flash floods and landslides.",1.0,
